Date,Open,High,Low,Adj Close,SMA_30,RSI_14,MACD,Signal_Line,Upper_Band,Lower_Band,Volume
2010-02-12,0.0866638372614928,0.08407597996336486,0.08398713570320837,0.08583620400782083,0.09625126776442017,35.756192830197165,-180.1747379412518,-147.84569723996142,0.10448999176856927,0.07747267547965236,0.22849462365591397
2010-02-15,0.08721888110506665,0.0849615202700133,0.08389907969906585,0.08233152563702772,0.09524277279257132,38.59354090526728,-178.36092030996224,-153.9487418539616,0.10119572387454084,0.0770951899875425,0.1634744623655914
2010-02-16,0.08484705749504456,0.08243010238903131,0.08420751582661512,0.08326222806682354,0.09422470389976145,41.719443037899495,-173.23599438804013,-157.80619236077732,0.09820438447408664,0.07691223516525103,0.1461693548387097
2010-02-17,0.09006290489649726,0.09325322874305658,0.09005536002834558,0.09537146796844403,0.09355715320267777,46.23127522010114,-145.50225993339336,-155.34540587530054,0.09523592190035213,0.07812576228847001,0.21354166666666666
2010-02-18,0.09732928506289001,0.09473798897902086,0.09608197931037521,0.09665357531509744,0.09301324978692249,55.55807919495903,-119.81315492339127,-148.2389556849187,0.09005261199087428,0.08128411940280261,0.18783602150537634
2010-02-19,0.09774854527550658,0.09535933661146034,0.08886352615968379,0.08723067416122249,0.0919524820663753,47.178944890072415,-115.24145505531487,-141.63945555899792,0.08733190591466622,0.08205406704645035,0.2175739247311828
2010-02-22,0.09630960389059223,0.0995782079464731,0.09666763686891361,0.09953136466754581,0.09132701609048871,50.945151968875486,-88.25828286103751,-130.96322101940584,0.08631716779547416,0.08263479796254591,0.19388440860215053
2010-02-23,0.09744763936093637,0.09629444815928628,0.09587098542439565,0.09738254529262313,0.09049844972910775,48.335942692011876,-69.97041333505149,-118.76465948253497,0.08648248840117884,0.08258064097519202,0.20413306451612903
2010-02-24,0.09199590919213241,0.09043726242971861,0.08913489756362525,0.09057361950361498,0.08965548256936001,45.30695711920974,-67.07155607583263,-108.42603880119451,0.08631127062714394,0.08251600438119555,0.2103494623655914
2010-02-25,0.0942635479867241,0.09150954844964326,0.08723761155270326,0.08627021077180147,0.08838880032009816,51.523840793841885,-71.76355411190343,-101.0935418633363,0.08494876140459551,0.0825296818173838,0.21538978494623656
2010-02-26,0.08763101311170468,0.08725173754331328,0.0871446223167967,0.0873395229188022,0.08704296280834234,56.26171937798052,-72.70166377991518,-95.41516624665208,0.0848016988474235,0.08234965572530928,0.19018817204301075
2010-03-01,0.08859462485892727,0.08919590692811469,0.08856312290509549,0.08938435246832888,0.08596917756441008,58.43190101754766,-68.93628825593623,-90.11939064850891,0.08470803952344341,0.08229614154095888,0.1821236559139785
2010-03-02,0.09173064430745492,0.09024960913486907,0.09005802310035976,0.09159581736176298,0.08511542515855075,58.9726075810341,-61.22953304690964,-84.34141912818906,0.08381125397081984,0.08257206082550894,0.17473118279569894
2010-03-03,0.09149741288501034,0.09180429637015775,0.09168437427652298,0.09298629624944232,0.08435392537242065,59.847266907763505,-51.996853998705774,-77.8725061022924,0.08269595246089195,0.08307836593868118,0.2026209677419355
2010-03-04,0.0942453362897423,0.09133477416950236,0.08934589144960481,0.08821421747851615,0.08321777453880247,51.84916552416525,-52.73982738403174,-72.84597035864027,0.0815314900600686,0.0833586273436479,0.21219758064516128
2010-03-05,0.09419726436405768,0.09633252336720027,0.09472119316802408,0.09813155836540666,0.08286941032176592,61.17205397492672,-34.912567580409814,-65.25928980299419,0.08286707359619822,0.08337229151640169,0.2182459677419355
