Date,Open,High,Low,Adj Close,SMA_30,RSI_14,MACD,Signal_Line,Upper_Band,Lower_Band,Volume
2010-02-12,0.0041387171521288235,0.005241271243733525,0.006509709661197266,0.006568973708231951,0.0020572024202058226,45.48643886985194,-33.26651689126584,-35.56452301267821,0.004271735595507503,0.0030843441038769515,0.17673617690196985
2010-02-15,0.0041387171521288235,0.005241271243733525,0.006509709661197266,0.006568973708231951,0.001749121744471116,46.576508956877724,-30.02524913351317,-34.4566682368452,0.003296995930253399,0.0033225446581734153,0.17673617690196985
2010-02-16,0.007183375148380022,0.007341737495198453,0.009174491836640208,0.008764353891166837,0.001515958028124459,48.82792590484691,-24.6978213016655,-32.504898849809265,0.0015985517621211476,0.004298451914938911,0.16240868228804817
2010-02-17,0.00878738465675058,0.008201934372163516,0.01086551680723935,0.009630772376364838,0.001331439896895048,58.51489953561488,-19.277203998703044,-29.859359879588023,0.00045211338244480204,0.005006981727756515,0.16509996701684948
2010-02-18,0.008812336302706891,0.00942023353760893,0.011464528631906279,0.010734904403423978,0.0011875254989502648,68.04480176293723,-13.580519135998202,-26.60359173087006,0.0,0.005298443418357862,0.16275693523372423
2010-02-19,0.009533391857973222,0.00986699574773442,0.012022710668629422,0.010889580783655428,0.0010067081974603487,65.15412397324506,-8.790220592443347,-23.04091750318472,0.00048369353636973367,0.005082168896400341,0.1706378029011137
2010-02-22,0.010787904201211201,0.010000305920877833,0.012504218771951597,0.01075782266003375,0.0008330938127618648,61.66552497027022,-5.083751871902223,-19.449484376928222,0.0008596252205264332,0.004923290112591655,0.15393832852621459
2010-02-23,0.009867165829596708,0.009157854878649369,0.010358205817363103,0.008710650699477074,0.0006632037455750472,54.49718277325053,-4.402579664782934,-16.440103434499164,0.0009381445234473984,0.004913685074322632,0.1832915780683102
2010-02-24,0.008753848808800951,0.009291874885182266,0.01147456989080936,0.010318879482905385,0.00048559282610832755,76.62306027660658,-2.0270480925123593,-13.557492366101805,0.0011090461873145274,0.004843622098495842,0.16968602847779252
2010-02-25,0.007771070859697055,0.008903267073964438,0.00985878438805357,0.010198589228342464,0.0002820309296728274,74.06175819932282,-0.27678801044112333,-10.901351494969669,0.0015000988632314638,0.004846546792702883,0.1823810325831421
2010-02-26,0.009612547602926014,0.009372726639543277,0.011542637030864833,0.010487873217952581,0.00015935610250453203,80.754221569147,1.4199349763434839,-8.437094200707039,0.0018442300261211908,0.005162188736778844,0.18088100100352988
