Date,Open,High,Low,Adj Close,SMA_30,RSI_14,MACD,Signal_Line,Upper_Band,Lower_Band,Volume
2010-02-12,0.012818995516350018,0.011880387277853344,0.013812205110495357,0.014037998369743232,0.009549346444193196,42.67711280450391,-15.39722880161412,-14.811886312331485,0.00844384894349931,0.009935261527051709,0.3268781514488455
2010-02-15,0.012818995516350018,0.011880387277853344,0.013812205110495357,0.014037998369743232,0.00901684080138132,44.0762111780214,-14.624682678263525,-14.774445585517894,0.0066058148097107305,0.010151395947939179,0.3268781514488455
2010-02-16,0.013662994607004264,0.016610281050909337,0.018099675666582882,0.019172619197451002,0.008630986929426654,49.14969006804847,-12.308362152684595,-14.281228898951234,0.0033704511380296953,0.011947430770885004,0.318547954144823
2010-02-17,0.018177519856948765,0.018029776131055608,0.022235899555825445,0.02040323561694196,0.008282375294980604,55.118916916669725,-9.983171260088511,-13.42161737117869,0.0007900580588124373,0.013535428811883188,0.33715147073693735
2010-02-18,0.01894454140971985,0.01993920375213004,0.022968166608794027,0.022323412929825204,0.007958684928236981,61.504568033588605,-7.470123091806954,-12.231318515304345,0.0001649173309002383,0.013909205475931441,0.2974748796233846
2010-02-19,0.02065904111711775,0.02104621529940842,0.02384902460554944,0.022965252674015224,0.0076269347586656044,57.68466203863247,-5.223029162709054,-10.829660644785287,0.0009151790580565478,0.013619209855087633,0.30431958935911374
2010-02-22,0.02185601591283809,0.021011785859877674,0.02506414745209201,0.02265759047532484,0.0072659094220111076,52.003788427979714,-3.4955021253258565,-9.362828940893401,0.0014066690855531472,0.013424389777098478,0.29078445210527465
2010-02-23,0.021189849189793608,0.020029237544705758,0.021562026023268344,0.0191010050983767,0.006880333747263656,48.92280820539994,-3.171938060509774,-8.124650764816677,0.0014721570625124136,0.013424259317524001,0.3644448289917136
2010-02-24,0.01811116884786429,0.019457223926811762,0.022442851633157124,0.021922930829667286,0.006505689187169372,70.883318589372,-2.033509911727151,-6.906422594198772,0.0017814639573100477,0.013320263912428465,0.3276787510645994
2010-02-25,0.0195310739626815,0.018683903154027626,0.019927687575946207,0.02131291597670243,0.006083982932859167,68.3584612495091,-1.3018848023975806,-5.785515035838534,0.0022514508768495256,0.013346191481456326,0.3644531685710443
2010-02-26,0.020024721582515614,0.019674371856697237,0.022989412393258746,0.021724017165692333,0.005791789918207391,75.89755065397989,-0.5901873338427777,-4.746449495439383,0.002736978815126301,0.013693925346854263,0.30441445207400125
2010-03-01,0.020624537296475676,0.022023429476061507,0.02505883600597586,0.024699757808692713,0.005603540879577762,75.20912495743957,0.869176577483131,-3.6233242808548805,0.0036533986319957634,0.01348506310986497,0.29424537752754404
2010-03-02,0.023716500799403295,0.023969937441870037,0.02801708478462256,0.025389351077355904,0.005307828557166772,77.92739116079302,2.2100629127528464,-2.456646842133335,0.004320716519284562,0.013213428164504049,0.3241677881663454
2010-03-03,0.024340193805206745,0.024547285198282864,0.028035642459162624,0.025516650642256555,0.0051294928385299254,75.20627352342345,3.273718022932826,-1.310573869120103,0.005133145717318155,0.012972918738103578,0.30505347234022145
